mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_classifier__alpha,param_classifier__learning_rate,param_classifier__loss,param_classifier__max_iter,param_classifier__penalty,param_classifier__n_neighbors,param_classifier__p,param_classifier__weights,param_classifier__n_estimators,param_classifier__C,param_classifier__bootstrap,param_classifier__max_depth,param_classifier__eta0,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,classifier_name
4.1611651420593265,0.43638799057036026,0.0,0.0,SGDClassifier(),0.01,optimal,log,1000,l1,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'optimal', 'classifier__loss': 'log', 'classifier__max_iter': 1000, 'classifier__penalty': 'l1'}",,,,,,,,89,SGDClassifier
4.387252855300903,0.3522788045645741,0.0,0.0,SGDClassifier(),0.01,optimal,log,1000,elasticnet,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'optimal', 'classifier__loss': 'log', 'classifier__max_iter': 1000, 'classifier__penalty': 'elasticnet'}",,,,,,,,89,SGDClassifier
2.0649083137512205,0.3148299731769181,0.0,0.0,SGDClassifier(),0.01,invscaling,log,1000,l2,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'invscaling', 'classifier__loss': 'log', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",,,,,,,,89,SGDClassifier
3.0515770435333254,0.812684549328007,0.0,0.0,SGDClassifier(),0.01,invscaling,log,1000,l1,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'invscaling', 'classifier__loss': 'log', 'classifier__max_iter': 1000, 'classifier__penalty': 'l1'}",,,,,,,,89,SGDClassifier
3.8562958240509033,0.39615815934751925,0.0,0.0,SGDClassifier(),0.01,invscaling,log,1000,elasticnet,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'invscaling', 'classifier__loss': 'log', 'classifier__max_iter': 1000, 'classifier__penalty': 'elasticnet'}",,,,,,,,89,SGDClassifier
4.472049331665039,0.10652957174664068,0.0,0.0,SGDClassifier(),0.01,invscaling,modified_huber,1000,l2,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'invscaling', 'classifier__loss': 'modified_huber', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",,,,,,,,89,SGDClassifier
4.72975172996521,0.582808389417157,0.0,0.0,SGDClassifier(),0.01,invscaling,modified_huber,1000,l1,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'invscaling', 'classifier__loss': 'modified_huber', 'classifier__max_iter': 1000, 'classifier__penalty': 'l1'}",,,,,,,,89,SGDClassifier
4.402474689483642,0.563403582572319,0.0,0.0,SGDClassifier(),0.01,invscaling,modified_huber,1000,elasticnet,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'invscaling', 'classifier__loss': 'modified_huber', 'classifier__max_iter': 1000, 'classifier__penalty': 'elasticnet'}",,,,,,,,89,SGDClassifier
4.279503202438354,0.462852179636342,0.0,0.0,SGDClassifier(),0.01,adaptive,log,1000,l2,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'adaptive', 'classifier__loss': 'log', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",,,,,,,,89,SGDClassifier
4.5511151313781735,0.5635341914391501,0.0,0.0,SGDClassifier(),0.01,adaptive,log,1000,l1,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'adaptive', 'classifier__loss': 'log', 'classifier__max_iter': 1000, 'classifier__penalty': 'l1'}",,,,,,,,89,SGDClassifier
4.873940420150757,0.41983491430015596,0.0,0.0,SGDClassifier(),0.01,adaptive,log,1000,elasticnet,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'adaptive', 'classifier__loss': 'log', 'classifier__max_iter': 1000, 'classifier__penalty': 'elasticnet'}",,,,,,,,89,SGDClassifier
4.282610940933227,0.15595693120523543,0.0,0.0,SGDClassifier(),0.01,adaptive,modified_huber,1000,l2,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'adaptive', 'classifier__loss': 'modified_huber', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",,,,,,,,89,SGDClassifier
4.477263879776001,0.3413342667541623,0.0,0.0,SGDClassifier(),0.01,adaptive,modified_huber,1000,l1,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'adaptive', 'classifier__loss': 'modified_huber', 'classifier__max_iter': 1000, 'classifier__penalty': 'l1'}",,,,,,,,89,SGDClassifier
4.560733318328857,0.6544338424370014,0.0,0.0,SGDClassifier(),0.01,adaptive,modified_huber,1000,elasticnet,,,,,,,,,"{'classifier': SGDClassifier(), 'classifier__alpha': 0.01, 'classifier__learning_rate': 'adaptive', 'classifier__loss': 'modified_huber', 'classifier__max_iter': 1000, 'classifier__penalty': 'elasticnet'}",,,,,,,,89,SGDClassifier
